# format org.openvanilla.mcbopomofo.sorted
潰-ㄎㄨㄟˋ-兵-ㄅㄧㄥ -7.5681
潰-ㄎㄨㄟˋ-圍-ㄨㄟˊ -7.5681
潰-ㄎㄨㄟˋ-敗-ㄅㄞˋ -6.9660
潰-ㄎㄨㄟˋ-散-ㄙㄢˋ -6.2671
潰-ㄎㄨㄟˋ-敵-ㄉㄧˊ -7.5681
潰-ㄎㄨㄟˋ-決-ㄐㄩㄝˊ -6.4889
潰-ㄎㄨㄟˋ-爛-ㄌㄢˋ -6.3640
潰-ㄎㄨㄟˋ-瘍-ㄧㄤˊ -5.0630
潰-ㄎㄨㄟˋ-裂-ㄌㄧㄝˋ -7.5681
潰-ㄎㄨㄟˋ-退-ㄊㄨㄟˋ -7.5681
潸-ㄕㄢ-潸-ㄕㄢ -7.5681
潸-ㄕㄢ-然-ㄖㄢˊ-淚-ㄌㄟˋ-下-ㄒㄧㄚˋ -6.3774
潺-ㄔㄢˊ-潺-ㄔㄢˊ -6.0910
潺-ㄔㄢˊ-潺-ㄔㄢˊ-流-ㄌㄧㄡˊ-水-ㄕㄨㄟˇ -6.9795
潼-ㄊㄨㄥˊ-關-ㄍㄨㄢ -6.5681
澀-ㄙㄜˋ-滯-ㄓˋ -7.5681
澀-ㄙㄜˋ-縮-ㄙㄨㄛ -7.5681
澄-ㄉㄥˋ-沙-ㄕㄚ -7.5681
澄-ㄔㄥˊ-心-ㄒㄧㄣ -7.5681
澄-ㄔㄥˊ-明-ㄇㄧㄥˊ -6.7900
澄-ㄔㄥˊ-江-ㄐㄧㄤ -7.2671
澄-ㄔㄥˊ-沙-ㄕㄚ -7.5681
澄-ㄔㄥˊ-清-ㄑㄧㄥ -4.8923
澄-ㄔㄥˊ-清-ㄑㄧㄥ-湖-ㄏㄨˊ -5.6319
澄-ㄔㄥˊ-澈-ㄔㄜˋ -6.7900
澄-ㄔㄥˊ-社-ㄕㄜˋ -6.0910
澄-ㄔㄥˊ-粉-ㄈㄣˇ -7.5681
澆-ㄐㄧㄠ-下-ㄒㄧㄚˋ -6.9660
澆-ㄐㄧㄠ-冷-ㄌㄥˇ-水-ㄕㄨㄟˇ -7.1233
澆-ㄐㄧㄠ-口-ㄎㄡˇ -7.5681
澆-ㄐㄧㄠ-地-ㄉㄧˋ -7.5681
澆-ㄐㄧㄠ-愁-ㄔㄡˊ -6.7900
澆-ㄐㄧㄠ-水-ㄕㄨㄟˇ -5.7900
澆-ㄐㄧㄠ-滅-ㄇㄧㄝˋ -7.5681
澆-ㄐㄧㄠ-灌-ㄍㄨㄢˋ -6.2671
澆-ㄐㄧㄠ-熄-ㄒㄧˊ -6.3128
澆-ㄐㄧㄠ-築-ㄓㄨˊ -7.5681
澆-ㄐㄧㄠ-花-ㄏㄨㄚ -6.0910
澆-ㄐㄧㄠ-薄-ㄅㄛˊ -7.5681
澆-ㄐㄧㄠ-鑄-ㄓㄨˋ -7.2671
澇-ㄌㄠˊ-災-ㄗㄞ -7.5681
澈-ㄔㄜˋ-底-ㄉㄧˇ -5.7757
澈-ㄔㄜˋ-悟-ㄨˋ -6.7900
澎-ㄆㄥ-湃-ㄆㄞˋ -5.8047
澎-ㄆㄥ-湃-ㄆㄞˋ-洶-ㄒㄩㄥ-湧-ㄩㄥˇ -7.2805
澎-ㄆㄥ-縣-ㄒㄧㄢˋ -7.2671
澎-ㄆㄥˊ-湖-ㄏㄨˊ -4.4116
澎-ㄆㄥˊ-湖-ㄏㄨˊ-人-ㄖㄣˊ -5.6319
澎-ㄆㄥˊ-湖-ㄏㄨˊ-列-ㄌㄧㄝˋ-島-ㄉㄠˇ -7.2805
澎-ㄆㄥˊ-湖-ㄏㄨˊ-天-ㄊㄧㄢ-后-ㄏㄡˋ-宮-ㄍㄨㄥ -6.2337
澎-ㄆㄥˊ-湖-ㄏㄨˊ-縣-ㄒㄧㄢˋ -5.1147
澎-ㄆㄥˊ-湖-ㄏㄨˊ-縣-ㄒㄧㄢˋ-政-ㄓㄥˋ-府-ㄈㄨˇ -5.7943
澎-ㄆㄥˊ-湖-ㄏㄨˊ-群-ㄑㄩㄣˊ-島-ㄉㄠˇ -5.8334
澎-ㄆㄥˊ-科-ㄎㄜ-大-ㄉㄚˋ -7.4243
澎-ㄆㄥˊ-防-ㄈㄤˊ-部-ㄅㄨˋ -7.4243
澗-ㄐㄧㄢˋ-水-ㄕㄨㄟˇ -6.7900
澗-ㄐㄧㄢˋ-流-ㄌㄧㄡˊ -7.2671
澗-ㄐㄧㄢˋ-溪-ㄒㄧ -7.5681
澠-ㄇㄧㄣˇ-池-ㄔˊ -7.5681
澡-ㄗㄠˇ-堂-ㄊㄤˊ -5.9660
澡-ㄗㄠˇ-塘-ㄊㄤˊ -7.5681
澡-ㄗㄠˇ-房-ㄈㄤˊ -7.5681
澡-ㄗㄠˇ-池-ㄔˊ -7.5681
澡-ㄗㄠˇ-盆-ㄆㄣˊ -6.7900
澡-ㄗㄠˇ-缸-ㄍㄤ -7.5681
澤-ㄗㄜˊ-倫-ㄌㄨㄣˊ-斯-ㄙ-基-ㄐㄧ -7.2805
澤-ㄗㄜˊ-及-ㄐㄧˊ -6.7900
澤-ㄗㄜˊ-國-ㄍㄨㄛˊ -6.5681
澤-ㄗㄜˊ-地-ㄉㄧˋ -6.2257
澤-ㄗㄜˊ-蛙-ㄨㄚ -6.7900
澤-ㄗㄜˊ-被-ㄆㄧ -7.2671
澤-ㄗㄜˊ-西-ㄒㄧ-島-ㄉㄠˇ -7.4243
澤-ㄗㄜˊ-連-ㄌㄧㄢˊ-斯-ㄙ-基-ㄐㄧ -7.2805
澱-ㄉㄧㄢˋ-粉-ㄈㄣˇ -5.6760
澱-ㄉㄧㄢˋ-粉-ㄈㄣˇ-水-ㄕㄨㄟˇ-解-ㄐㄧㄝˇ-酶-ㄇㄟˊ -7.1367
澱-ㄉㄧㄢˋ-粉-ㄈㄣˇ-質-ㄓˊ -7.1233
澱-ㄉㄧㄢˋ-粉-ㄈㄣˇ-酶-ㄇㄟˊ -7.4243
澳-ㄠˋ-大-ㄉㄚˋ-利-ㄌㄧˋ-亞-ㄧㄚˇ -5.4610
澳-ㄠˋ-大-ㄉㄚˋ-利-ㄌㄧˋ-亞-ㄧㄚˋ -5.4610
澳-ㄠˋ-洲-ㄓㄡ -4.4747
澳-ㄠˋ-洲-ㄓㄡ-人-ㄖㄣˊ -5.9772
澳-ㄠˋ-洲-ㄓㄡ-籍-ㄐㄧˊ -6.5212
澳-ㄠˋ-門-ㄇㄣˊ -5.2585
澳-ㄠˋ-門-ㄇㄣˊ-人-ㄖㄣˊ -6.8223
澶-ㄔㄢˊ-淵-ㄩㄢ -7.5681
澹-ㄉㄢˋ-泊-ㄅㄛˊ -7.5681
澹-ㄉㄢˋ-然-ㄖㄢˊ -7.5681
激-ㄐㄧ-光-ㄍㄨㄤ -6.9660
激-ㄐㄧ-出-ㄔㄨ -6.3640
激-ㄐㄧ-切-ㄑㄧㄝˋ -6.9660
激-ㄐㄧ-劇-ㄐㄩˋ -7.5681
激-ㄐㄧ-動-ㄉㄨㄥˋ -4.9860
激-ㄐㄧ-勵-ㄌㄧˋ -4.9999
激-ㄐㄧ-化-ㄏㄨㄚˋ -6.1209
激-ㄐㄧ-增-ㄗㄥ -5.5511
激-ㄐㄧ-奮-ㄈㄣˋ -6.6650
激-ㄐㄧ-將-ㄐㄧㄤˋ -6.6650
激-ㄐㄧ-將-ㄐㄧㄤˋ-法-ㄈㄚˇ -6.8223
激-ㄐㄧ-怒-ㄋㄨˋ -6.0118
激-ㄐㄧ-情-ㄑㄧㄥˊ -5.3377
激-ㄐㄧ-情-ㄑㄧㄥˊ-化-ㄏㄨㄚˋ -7.4243
激-ㄐㄧ-憤-ㄈㄣˋ -5.7900
激-ㄐㄧ-戰-ㄓㄢˋ -5.9883
激-ㄐㄧ-揚-ㄧㄤˊ -6.6650
激-ㄐㄧ-昂-ㄤˊ -5.6139
激-ㄐㄧ-流-ㄌㄧㄡˊ -6.1879
激-ㄐㄧ-浪-ㄌㄤˋ -7.5681
激-ㄐㄧ-濁-ㄓㄨㄛˊ-揚-ㄧㄤˊ-清-ㄑㄧㄥ -7.2805
激-ㄐㄧ-烈-ㄌㄧㄝˋ -4.5604
激-ㄐㄧ-烈-ㄌㄧㄝˋ-性-ㄒㄧㄥˋ -7.4243
激-ㄐㄧ-烈-ㄌㄧㄝˋ-的-ㄉㄜ˙ -5.2148
激-ㄐㄧ-發-ㄈㄚ -4.9469
激-ㄐㄧ-發-ㄈㄚ-出-ㄔㄨ -5.8011
激-ㄐㄧ-發-ㄈㄚ-出-ㄔㄨ-來-ㄌㄞˊ -6.5024
激-ㄐㄧ-發-ㄈㄚ-態-ㄊㄞˋ -7.1233
激-ㄐㄧ-發-ㄈㄚ-起-ㄑㄧˇ -6.5212
激-ㄐㄧ-發-ㄈㄚ-起-ㄑㄧˇ-來-ㄌㄞˊ -6.6785
激-ㄐㄧ-盪-ㄉㄤˋ -5.3480
激-ㄐㄧ-磁-ㄘˊ -7.5681
激-ㄐㄧ-素-ㄙㄨˋ -5.7900
激-ㄐㄧ-論-ㄌㄨㄣˋ -7.5681
激-ㄐㄧ-變-ㄅㄧㄢˋ -6.7900
激-ㄐㄧ-賞-ㄕㄤˇ -5.7356
激-ㄐㄧ-起-ㄑㄧˇ -5.2418
激-ㄐㄧ-越-ㄩㄝˋ -6.2671
激-ㄐㄧ-躁-ㄗㄠˋ-症-ㄓㄥˋ -7.1233
激-ㄐㄧ-辯-ㄅㄧㄢˋ -6.6650
激-ㄐㄧ-進-ㄐㄧㄣˋ -5.2140
激-ㄐㄧ-進-ㄐㄧㄣˋ-份-ㄈㄣˋ-子-ㄗˇ -6.3774
激-ㄐㄧ-進-ㄐㄧㄣˋ-派-ㄆㄞˋ -6.4243
濁-ㄓㄨㄛˊ-世-ㄕˋ -7.2671
濁-ㄓㄨㄛˊ-氣-ㄑㄧˋ -7.2671
濁-ㄓㄨㄛˊ-水-ㄕㄨㄟˇ -5.5769
濁-ㄓㄨㄛˊ-水-ㄕㄨㄟˇ-溪-ㄒㄧ -5.6319
濁-ㄓㄨㄛˊ-水-ㄕㄨㄟˇ-米-ㄇㄧˇ -7.1233
濁-ㄓㄨㄛˊ-流-ㄌㄧㄡˊ -6.1209
濁-ㄓㄨㄛˊ-浪-ㄌㄤˋ -7.5681
濁-ㄓㄨㄛˊ-物-ㄨˋ -7.2671
濁-ㄓㄨㄛˊ-聲-ㄕㄥ -7.2671
濁-ㄓㄨㄛˊ-褐-ㄏㄜˊ-色-ㄙㄜˋ -7.1233
濁-ㄓㄨㄛˊ-酒-ㄐㄧㄡˇ -7.5681
濁-ㄓㄨㄛˊ-音-ㄧㄣ -7.5681
濃-ㄋㄨㄥˊ-到-ㄉㄠˋ -7.2671
濃-ㄋㄨㄥˊ-厚-ㄏㄡˋ -4.9387
濃-ㄋㄨㄥˊ-味-ㄨㄟˋ -7.2671
濃-ㄋㄨㄥˊ-墨-ㄇㄛˋ -6.9660
濃-ㄋㄨㄥˊ-妝-ㄓㄨㄤ -6.1209
濃-ㄋㄨㄥˊ-妝-ㄓㄨㄤ-艷-ㄧㄢˋ-抹-ㄇㄛˇ -6.3774
濃-ㄋㄨㄥˊ-妝-ㄓㄨㄤ-豔-ㄧㄢˋ-抹-ㄇㄛˇ -6.5024
濃-ㄋㄨㄥˊ-密-ㄇㄧˋ -5.6760
濃-ㄋㄨㄥˊ-度-ㄉㄨˋ -5.0603
濃-ㄋㄨㄥˊ-情-ㄑㄧㄥˊ-密-ㄇㄧˋ-意-ㄧˋ -6.9795
濃-ㄋㄨㄥˊ-情-ㄑㄧㄥˊ-蜜-ㄇㄧˋ-意-ㄧˋ -6.5024
濃-ㄋㄨㄥˊ-抹-ㄇㄛˇ -7.2671
濃-ㄋㄨㄥˊ-暗-ㄢˋ -7.5681
濃-ㄋㄨㄥˊ-汁-ㄓ -7.5681
濃-ㄋㄨㄥˊ-淡-ㄉㄢˋ -6.5681
濃-ㄋㄨㄥˊ-湯-ㄊㄤ -6.1531
濃-ㄋㄨㄥˊ-漿-ㄐㄧㄤ -7.2671
濃-ㄋㄨㄥˊ-濃-ㄋㄨㄥˊ -5.3806
濃-ㄋㄨㄥˊ-濃-ㄋㄨㄥˊ-的-ㄉㄜ˙ -5.6462
濃-ㄋㄨㄥˊ-烈-ㄌㄧㄝˋ -5.9449
濃-ㄋㄨㄥˊ-煙-ㄧㄢ -5.7230
濃-ㄋㄨㄥˊ-痰-ㄊㄢˊ -7.5681
濃-ㄋㄨㄥˊ-眉-ㄇㄟˊ -6.9660
濃-ㄋㄨㄥˊ-眉-ㄇㄟˊ-大-ㄉㄚˋ-眼-ㄧㄢˇ -6.6785
濃-ㄋㄨㄥˊ-粧-ㄓㄨㄤ -7.5681
濃-ㄋㄨㄥˊ-綠-ㄌㄩˋ -6.1531
濃-ㄋㄨㄥˊ-縮-ㄙㄨㄛ -5.5428
濃-ㄋㄨㄥˊ-縮-ㄙㄨㄛ-物-ㄨˋ -7.4243
濃-ㄋㄨㄥˊ-膩-ㄋㄧˋ -7.5681
濃-ㄋㄨㄥˊ-色-ㄙㄜˋ -7.5681
濃-ㄋㄨㄥˊ-艷-ㄧㄢˋ -7.2671
濃-ㄋㄨㄥˊ-茶-ㄔㄚˊ -6.9660
濃-ㄋㄨㄥˊ-蔭-ㄧㄣˋ -6.2257
濃-ㄋㄨㄥˊ-蔭-ㄧㄣˋ-蔽-ㄅㄧˋ-天-ㄊㄧㄢ -7.2805
濃-ㄋㄨㄥˊ-血-ㄒㄧㄝˇ-症-ㄓㄥˋ -7.4243
濃-ㄋㄨㄥˊ-裝-ㄓㄨㄤ-豔-ㄧㄢˋ-抹-ㄇㄛˇ -7.2805
濃-ㄋㄨㄥˊ-豔-ㄧㄢˋ -6.9660
濃-ㄋㄨㄥˊ-郁-ㄩˋ -5.4475
濃-ㄋㄨㄥˊ-酒-ㄐㄧㄡˇ -7.2671
濃-ㄋㄨㄥˊ-重-ㄓㄨㄥˋ -5.9053
濃-ㄋㄨㄥˊ-雲-ㄩㄣˊ -7.5681
濃-ㄋㄨㄥˊ-雲-ㄩㄣˊ-密-ㄇㄧˋ-佈-ㄅㄨˋ -7.2805
濃-ㄋㄨㄥˊ-霧-ㄨˋ -6.0118
濃-ㄋㄨㄥˊ-霧-ㄨˋ-密-ㄇㄧˋ-佈-ㄅㄨˋ -6.9795
濃-ㄋㄨㄥˊ-髮-ㄈㄚˇ -7.5681
濕-ㄕ-冷-ㄌㄥˇ -6.3640
濕-ㄕ-地-ㄉㄧˋ -5.4220
濕-ㄕ-地-ㄉㄧˋ-松-ㄙㄨㄥ -7.4243
濕-ㄕ-季-ㄐㄧˋ -7.2671
濕-ㄕ-度-ㄉㄨˋ -5.6139
濕-ㄕ-度-ㄉㄨˋ-表-ㄅㄧㄠˇ -7.4243
濕-ㄕ-氣-ㄑㄧˋ -6.4889
濕-ㄕ-涼-ㄌㄧㄤˊ -7.2671
濕-ㄕ-淋-ㄌㄧㄣˊ-淋-ㄌㄧㄣˊ -6.1233
濕-ㄕ-淋-ㄌㄧㄣˊ-淋-ㄌㄧㄣˊ-的-ㄉㄜ˙ -6.9795
濕-ㄕ-溽-ㄖㄨˋ -7.2671
濕-ㄕ-滑-ㄏㄨㄚˊ -6.7900
濕-ㄕ-滑-ㄏㄨㄚˊ-的-ㄉㄜ˙ -6.8223
濕-ㄕ-漉-ㄌㄨˋ-漉-ㄌㄨˋ -6.4243
濕-ㄕ-潤-ㄖㄨㄣˋ -5.9247
濕-ㄕ-熱-ㄖㄜˋ -6.4889
濕-ㄕ-疹-ㄓㄣˇ -6.2257
濕-ㄕ-穀-ㄍㄨˇ-議-ㄧˋ-價-ㄐㄧㄚˋ -6.6785
濕-ㄕ-答-ㄉㄚ-答-ㄉㄚ -6.6462
濕-ㄕ-紙-ㄓˇ-巾-ㄐㄧㄣ -6.8223
濕-ㄕ-透-ㄊㄡˋ -6.1531
濘-ㄋㄥˋ-泥-ㄋㄧˊ -6.9660
濘-ㄋㄧㄥˋ-滯-ㄓˋ -7.5681
濛-ㄇㄥˊ-濛-ㄇㄥˊ -5.6438
濛-ㄇㄥˊ-濛-ㄇㄥˊ-細-ㄒㄧˋ-雨-ㄩˇ -6.6785
濛-ㄇㄥˊ-霧-ㄨˋ -7.2671
濟-ㄐㄧˇ-南-ㄋㄢˊ -5.9247
濟-ㄐㄧˇ-南-ㄋㄢˊ-市-ㄕˋ -7.4243
濟-ㄐㄧˇ-南-ㄋㄢˊ-路-ㄌㄨˋ -6.3451
濟-ㄐㄧˇ-濟-ㄐㄧˇ -5.8691
濟-ㄐㄧˇ-濟-ㄐㄧˇ-多-ㄉㄨㄛ-士-ㄕˋ -6.5024
濟-ㄐㄧˇ-陽-ㄧㄤˊ-級-ㄐㄧˊ-艦-ㄐㄧㄢˋ -7.2805
濟-ㄐㄧˇ-陽-ㄧㄤˊ-軍-ㄐㄩㄣ-艦-ㄐㄧㄢˋ -7.2805
濟-ㄐㄧˋ-世-ㄕˋ -6.0910
濟-ㄐㄧˋ-事-ㄕˋ -5.8199
濟-ㄐㄧˋ-公-ㄍㄨㄥ -5.5950
濟-ㄐㄧˋ-公-ㄍㄨㄥ-活-ㄏㄨㄛˊ-佛-ㄈㄛˊ -6.5024
濟-ㄐㄧˋ-助-ㄓㄨˋ -6.3640
濟-ㄐㄧˋ-困-ㄎㄨㄣˋ -5.9660
濟-ㄐㄧˋ-弱-ㄖㄨㄛˋ-扶-ㄈㄨˊ-傾-ㄑㄧㄥ -7.2805
濟-ㄐㄧˋ-急-ㄐㄧˊ -6.2257
濟-ㄐㄧˋ-貧-ㄆㄧㄣˊ -6.1209
濠-ㄏㄠˊ-溝-ㄍㄡ -7.5681
濡-ㄖㄨˊ-染-ㄖㄢˇ -7.2671
濡-ㄖㄨˊ-溼-ㄕ -7.5681
濡-ㄖㄨˊ-濕-ㄕ -6.6650
濤-ㄊㄠ-聲-ㄕㄥ -6.3128
濫-ㄌㄢˋ-交-ㄐㄧㄠ -6.6650
濫-ㄌㄢˋ-伐-ㄈㄚ -6.1209
濫-ㄌㄢˋ-取-ㄑㄩˇ -7.5681
濫-ㄌㄢˋ-墾-ㄎㄣˇ -5.7230
濫-ㄌㄢˋ-墾-ㄎㄣˇ-濫-ㄌㄢˋ-伐-ㄈㄚˊ -6.3774
濫-ㄌㄢˋ-好-ㄏㄠˇ-人-ㄖㄣˊ -7.1233
濫-ㄌㄢˋ-射-ㄕㄜˋ -7.2671
濫-ㄌㄢˋ-情-ㄑㄧㄥˊ -5.9247
濫-ㄌㄢˋ-收-ㄕㄡ -7.5681
濫-ㄌㄢˋ-殺-ㄕㄚ -6.3640
濫-ㄌㄢˋ-殺-ㄕㄚ-無-ㄨˊ-辜-ㄍㄨ -6.9795
濫-ㄌㄢˋ-用-ㄩㄥˋ -5.0684
濫-ㄌㄢˋ-砍-ㄎㄢˇ -6.5681
濫-ㄌㄢˋ-砍-ㄎㄢˇ-濫-ㄌㄢˋ-伐-ㄈㄚ -6.9795
濫-ㄌㄢˋ-砍-ㄎㄢˇ-濫-ㄌㄢˋ-伐-ㄈㄚˊ -6.9795
濫-ㄌㄢˋ-竽-ㄩˊ -6.6650
濫-ㄌㄢˋ-竽-ㄩˊ-充-ㄔㄨㄥ-數-ㄕㄨˋ -6.3774
濫-ㄌㄢˋ-觴-ㄕㄤ -5.9449
濫-ㄌㄢˋ-調-ㄉㄧㄠˋ-陳-ㄔㄣˊ-腔-ㄑㄧㄤ -7.2805
濫-ㄌㄢˋ-造-ㄗㄠˋ -6.3128
濬-ㄐㄩㄣˋ-哲-ㄓㄜˊ -6.3128
濬-ㄐㄩㄣˋ-智-ㄓˋ -7.5681
濬-ㄐㄩㄣˋ-深-ㄕㄣ -7.2671
濯-ㄓㄨㄛˊ-足-ㄗㄨˊ -7.5681
濯-ㄓㄨㄛˊ-身-ㄕㄣ -7.5681
濱-ㄅㄧㄣ-南-ㄋㄢˊ-工-ㄍㄨㄥ-業-ㄧㄝˋ-區-ㄑㄩ -5.9906
濱-ㄅㄧㄣ-江-ㄐㄧㄤ -6.2671
濱-ㄅㄧㄣ-江-ㄐㄧㄤ-街-ㄐㄧㄝ -7.1233
濱-ㄅㄧㄣ-河-ㄏㄜˊ -7.2671
濱-ㄅㄧㄣ-河-ㄏㄜˊ-公-ㄍㄨㄥ-園-ㄩㄢˊ -7.2805
濱-ㄅㄧㄣ-海-ㄏㄞˇ -5.4747
濱-ㄅㄧㄣ-海-ㄏㄞˇ-公-ㄍㄨㄥ-路-ㄌㄨˋ -5.7007
濱-ㄅㄧㄣ-湖-ㄏㄨˊ -7.2671
濱-ㄅㄧㄣ-湖-ㄏㄨˊ-公-ㄍㄨㄥ-路-ㄌㄨˋ -7.2805
濱-ㄅㄧㄣ-臨-ㄌㄧㄣˊ -6.7900
濺-ㄐㄧㄢˋ-溼-ㄕ -7.2671
濺-ㄐㄧㄢˋ-濕-ㄕ -7.5681
濾-ㄌㄩˋ-光-ㄍㄨㄤ-鏡-ㄐㄧㄥˋ -6.8223
濾-ㄌㄩˋ-出-ㄔㄨ -6.6650
濾-ㄌㄩˋ-出-ㄔㄨ-來-ㄌㄞˊ -7.4243
濾-ㄌㄩˋ-出-ㄔㄨ-去-ㄑㄩˋ -7.4243
濾-ㄌㄩˋ-到-ㄉㄠˋ -7.5681
濾-ㄌㄩˋ-去-ㄑㄩˋ -6.9660
濾-ㄌㄩˋ-嘴-ㄗㄨㄟˇ -6.5681
濾-ㄌㄩˋ-器-ㄑㄧˋ -6.2671
濾-ㄌㄩˋ-掉-ㄉㄧㄠˋ -6.1531
濾-ㄌㄩˋ-水-ㄕㄨㄟˇ-器-ㄑㄧˋ -6.3451
濾-ㄌㄩˋ-水-ㄕㄨㄟˇ-池-ㄔˊ -7.4243
濾-ㄌㄩˋ-池-ㄔˊ -7.5681
濾-ㄌㄩˋ-波-ㄅㄛ -7.2671
濾-ㄌㄩˋ-波-ㄅㄛ-器-ㄑㄧˋ -7.1233
濾-ㄌㄩˋ-波-ㄆㄛ -7.2671
濾-ㄌㄩˋ-波-ㄆㄛ-器-ㄑㄧˋ -7.1233
濾-ㄌㄩˋ-液-ㄧˋ -7.5681
濾-ㄌㄩˋ-清-ㄑㄧㄥ -6.7900
濾-ㄌㄩˋ-球-ㄑㄧㄡˊ -7.5681
濾-ㄌㄩˋ-紙-ㄓˇ -6.0118
濾-ㄌㄩˋ-色-ㄙㄜˋ-鏡-ㄐㄧㄥˋ -7.4243
濾-ㄌㄩˋ-過-ㄍㄨㄛˋ -6.0366
濾-ㄌㄩˋ-過-ㄍㄨㄛˋ-性-ㄒㄧㄥˋ -6.0093
濾-ㄌㄩˋ-過-ㄍㄨㄛˋ-性-ㄒㄧㄥˋ-毒-ㄉㄨˊ -7.2805
濾-ㄌㄩˋ-過-ㄍㄨㄛˋ-性-ㄒㄧㄥˋ-病-ㄅㄧㄥˋ-毒-ㄉㄨˊ -6.2337
濾-ㄌㄩˋ-鏡-ㄐㄧㄥˋ -6.0910
濾-ㄌㄩˋ-頭-ㄊㄡˊ -7.5681
瀆-ㄉㄨˊ-職-ㄓˊ -6.2671
瀆-ㄉㄨˊ-職-ㄓˊ-罪-ㄗㄨㄟˋ -7.4243
瀉-ㄒㄧㄝˋ-下-ㄒㄧㄚˋ -6.7900
瀉-ㄒㄧㄝˋ-下-ㄒㄧㄚˋ-來-ㄌㄞˊ -6.8223
瀉-ㄒㄧㄝˋ-下-ㄒㄧㄚˋ-去-ㄑㄩˋ -7.4243
瀉-ㄒㄧㄝˋ-出-ㄔㄨ -6.5681
瀉-ㄒㄧㄝˋ-出-ㄔㄨ-來-ㄌㄞˊ -6.8223
瀉-ㄒㄧㄝˋ-出-ㄔㄨ-去-ㄑㄩˋ -7.4243
瀉-ㄒㄧㄝˋ-到-ㄉㄠˋ -7.5681
瀉-ㄒㄧㄝˋ-劑-ㄐㄧˋ -6.5681
瀉-ㄒㄧㄝˋ-在-ㄗㄞˋ -7.5681
瀉-ㄒㄧㄝˋ-地-ㄉㄧˋ -7.2671
瀉-ㄒㄧㄝˋ-湖-ㄏㄨˊ -6.9660
瀉-ㄒㄧㄝˋ-肚-ㄉㄨˋ -6.6650
瀉-ㄒㄧㄝˋ-肚-ㄉㄨˋ-子-ㄗ˙ -6.8223
瀉-ㄒㄧㄝˋ-藥-ㄧㄠˋ -6.1879
瀋-ㄕㄣˇ-海-ㄏㄞˇ -6.9660
瀋-ㄕㄣˇ-陽-ㄧㄤˊ -5.8521
瀋-ㄕㄣˇ-陽-ㄧㄤˊ-市-ㄕˋ -7.4243
瀏-ㄌㄧㄡˊ-海-ㄏㄞˇ -6.9660
瀏-ㄌㄧㄡˊ-覽-ㄌㄢˇ -4.7218
瀏-ㄌㄧㄡˊ-覽-ㄌㄢˇ-器-ㄑㄧˋ -4.9560
瀏-ㄌㄧㄡˊ-陽-ㄧㄤˊ -6.9660
瀑-ㄆㄨˋ-布-ㄅㄨˋ -5.2986
瀑-ㄆㄨˋ-布-ㄅㄨˋ-區-ㄑㄩ -7.1233
瀑-ㄆㄨˋ-布-ㄅㄨˋ-群-ㄑㄩㄣˊ -6.8223
瀕-ㄅㄧㄣ-危-ㄨㄟˊ-之-ㄓ-虞-ㄩˊ -7.2805
瀕-ㄅㄧㄣ-危-ㄨㄟˊ-物-ㄨˋ-種-ㄓㄨㄥˇ -6.2014
瀕-ㄅㄧㄣ-死-ㄙˇ -6.6650
瀕-ㄅㄧㄣ-河-ㄏㄜˊ -7.5681
瀕-ㄅㄧㄣ-臨-ㄌㄧㄣˊ -5.1989
瀕-ㄅㄧㄣ-臨-ㄌㄧㄣˊ-絕-ㄐㄩㄝˊ-種-ㄓㄨㄥˇ -5.6785
瀘-ㄌㄨˊ-州-ㄓㄡ -7.2671
瀚-ㄏㄢˋ-海-ㄏㄞˇ -7.2671
瀛-ㄧㄥˊ-台-ㄊㄞˊ -7.5681
瀛-ㄧㄥˊ-洲-ㄓㄡ -6.0630
瀛-ㄧㄥˊ-海-ㄏㄞˇ -6.6650
瀝-ㄌㄧˋ-瀝-ㄌㄧˋ -6.4889
瀝-ㄌㄧˋ-瀝-ㄌㄧˋ-拉-ㄌㄚ-拉-ㄌㄚ -7.2805
瀝-ㄌㄧˋ-血-ㄒㄧㄝˇ -6.3128
瀝-ㄌㄧˋ-青-ㄑㄧㄥ -5.9053
瀟-ㄒㄧㄠ-洒-ㄙㄚˇ -6.3128
瀟-ㄒㄧㄠ-湘-ㄒㄧㄤ -6.9660
瀟-ㄒㄧㄠ-瀟-ㄒㄧㄠ -6.9660
瀟-ㄒㄧㄠ-灑-ㄙㄚˇ -5.5511
瀟-ㄒㄧㄠ-灑-ㄙㄚˇ-自-ㄗˋ-如-ㄖㄨˊ -7.2805
瀧-ㄌㄨㄥˊ-乃-ㄋㄞˇ-湯-ㄊㄤ -7.1233
瀧-ㄌㄨㄥˊ-澤-ㄗㄜˊ-秀-ㄒㄧㄡˋ-明-ㄇㄧㄥˊ -7.2805
瀨-ㄌㄞˋ-戶-ㄏㄨˋ -6.3640
瀨-ㄌㄞˋ-戶-ㄏㄨˋ-內-ㄋㄟˋ-海-ㄏㄞˇ -6.5024
瀨-ㄌㄞˋ-戶-ㄏㄨˋ-大-ㄉㄚˋ-橋-ㄑㄧㄠˊ -6.9795
瀰-ㄇㄧˊ-漫-ㄇㄢˋ -5.2939
瀰-ㄇㄧˊ-漫-ㄇㄢˋ-性-ㄒㄧㄥˋ -6.8223
瀰-ㄇㄧˊ-漫-ㄇㄢˋ-著-ㄓㄜ˙ -5.9472
